	index	Air Date	Category	Value	Question	Answer
194	1269	2011-12-27	LESSER-KNOWN AMERICANS	$800	In 2003 this state replaced its statue of George Washington Glick in Statuary Hall with one of Dwight Eisenhower	Kansas
195	1270	2011-12-27	TIPS ON NETWORKING	$800	"Enjoy some of ""The Fairly Oddparents"" & some ""Bubble Guppies"""	Nickelodeon
196	1271	2011-12-27	MUSICAL INSTRUMENTS	$1000	This steam-whistle organ was often used on 19th century Mississippi steamboats to announce their arrival at ports	a calliope
197	1272	2011-12-27	TALKING ITALIAN	$1000	A certain piece of hardware is una vite, so this hand tool used with it is un cacciavite	a screwdriver
198	1273	2011-12-27	DECADES OF DISASTER	$2,000	The USS Maine goes down, killing 260	the 1890s
199	1274	2011-12-27	FOOD PREPARATION	$1000	The name of this technique indicates that meat is soaked in saltwater, though other liquids can be used instead	brining
200	1275	2011-12-27	LESSER-KNOWN AMERICANS	$1000	Katharine Drexel is only the second person born in the U.S. to be recognized as one of these; Elizabeth Ann Seton was 1st	saints
201	1276	2011-12-27	TIPS ON NETWORKING	$1000	"Wonder if the ""Hoarders"" & ""Monster In-Laws"" are for real"	A&E
202	1277	2011-12-27	COSMOPOLITAN	$400	This Spanish city on the Mediterranean was known in antiquity as Barcino	Barcelona
203	1278	2011-12-27	ELLE	$400	Marion Cotillard played Leonardo DiCaprio's dreamy wife Mal in this 2010 film	Inception
204	1279	2011-12-27	A LURE	$400	Cock-a-doodle-doo!  In the 1950s Howard Worden developed a classic fishing lure called this animal's tail	a rooster (tail)
205	1280	2011-12-27	"""W"""	$400	It's a man who has lost his wife by death & has not remarried	a widower
206	1281	2011-12-27	RED BOOK	$400	"The title of <a href=""http://www.j-archive.com/media/2011-12-27_DJ_16.jpg"" target=""_blank"">this</a> Dr. Seuss work is illustrated on its cover"	One Fish Two Fish Red Fish Blue Fish
207	1282	2011-12-27	WAITING FOR THE HAIRDRESSER	$400	"I might ask for ""just a"" this, a simple shortening & tidying up around the edges"	trim
208	1283	2011-12-27	COSMOPOLITAN	$800	Sudan University of Science & Technology, including the Institute of Laser, is in this capital	Khartoum
209	1284	2011-12-27	A LURE	$800	"The <a href=""http://www.j-archive.com/media/2011-12-27_DJ_22.jpg"" target=""_blank"">Million-Dollar Lure</a> is made of 3 pounds of gold & platinum & 100 carats of diamonds & <a href=""http://www.j-archive.com/media/2011-12-27_DJ_22a.jpg"" target=""_blank"">these</a> red gems"	rubies
210	1285	2011-12-27	"""W"""	$800	An exploratory gas or oil well, or a nickname for a student from the University of Arizona	a wildcat
211	1286	2011-12-27	RED BOOK	$3,000	"In ""The Veteran"", a sequel to this 1895 novel, Henry Fleming tells us Chancellorsville was where he was wounded"	The Red Badge of Courage
212	1287	2011-12-27	WAITING FOR THE HAIRDRESSER	$800	I'll get my hair straightened with the Brazilian this; it's also what happened to my favorite football team, 35-0	a blowout
213	1288	2011-12-27	COSMOPOLITAN	$1200	India's financial capital, this West Coast city consists of several islands that have become one land mass via reclamation	Mumbai
214	1289	2011-12-27	A LURE	$1200	Rapala lures are made to mimic wounded fish; in 2003 Phillipe Marn used one to land a record 385-lb. yellowfin this	tuna
215	1290	2011-12-27	"""W"""	$1200	"In a Coors light ad, the guy with this ""avian"" nickname tries to help his amorous buddy ""live the dream"""	a wingman
216	1291	2011-12-27	RED BOOK	$1200	This Stendhal novel title was inspired by the colors worn by the Catholic clergy & the French military	The Red and the Black
217	1292	2011-12-27	WAITING FOR THE HAIRDRESSER	$1200	"I hope things are okay here; I think I see <a href=""http://www.j-archive.com/media/2011-12-27_DJ_20.jpg"" target=""_blank"">this</a> woman in the back filming for the Bravo show about her salon takeover"	Tabatha
218	1293	2011-12-27	COSMOPOLITAN	$1600	The Postal Museum in Vaduz, this principality's capital, is a must-visit for stamp collectors	Liechtenstein
219	1294	2011-12-27	A LURE	$1600	"(<a href=""http://www.j-archive.com/media/2011-12-27_DJ_13.jpg"" target=""_blank"">Sarah of the Clue Crew wraps a lure.</a>) When you <a href=""http://www.j-archive.com/media/2011-12-27_DJ_13a.jpg"" target=""_blank"">wrap</a> a fish hook with feathers & thread, it's called tying one of these lightweight <a href=""http://www.j-archive.com/media/2011-12-27_DJ_13b.jpg"" target=""_blank"">lures</a> that mimic insects"	flies
220	1295	2011-12-27	"""W"""	$1600	This 4-letter term for a ridge on the skin resulting from a blow also begins the name of a boxing weight division	a welt
221	1296	2011-12-27	RED BOOK	$1600	"This psychologist was unafreud to confront his own demons in ""The Red Book"", written between 1914 & 1930 & published in 2009"	(Carl) Jung
222	1297	2011-12-27	COSMOPOLITAN	$5,200	This city in the Crimea is a health resort with many sanatoriums, including one suggested by Chekhov in 1899	Yalta
223	1298	2011-12-27	ELLE	$2000	"She starred with Ethan Hawke in ""Before Sunrise""; she & Ethan Hawke not only starred in the sequel but also co-wrote it"	Julie Delpy
224	1299	2011-12-27	A LURE	$2000	"Mepps makes its special ""killer"" lure to catch this large member of the pike family, not Hubert Humphrey's running mate"	a muskie
225	1300	2011-12-27	"""W"""	$2000	"High-quality wood is used in <a href=""http://www.j-archive.com/media/2011-12-27_DJ_07.jpg"" target=""_blank"">this</a> type of <a href=""http://www.j-archive.com/media/2011-12-27_DJ_07a.jpg"" target=""_blank"">paneling</a> whose name is from the German for ""wagon"""	wainscoting
226	1301	2011-12-27	RED BOOK	$2000	"Made into a 1998 film, this James Jones novel fictionalizes the ""narrow""ly won battle for Guadalcanal"	The Thin Red Line
227	1302	2011-12-26	FUNDRAISERS	$200	In 2011 this group, the MDA, put on a 6-hour, Jerry Lewis-less version of its telethon	the Muscular Dystrophy Association
228	1303	2011-12-26	FAMOUS TOMBS	$200	"Workers of all lands are addressed on <a href=""http://www.j-archive.com/media/2011-12-26_J_02.jpg"" target=""_blank"">his</a> London <a href=""http://www.j-archive.com/media/2011-12-26_J_02a.jpg"" target=""_blank"">tombstone</a>"	karl Marx
229	1304	2011-12-26	ALSO A BODY PART	$200	It's a border along a highway where vehicles can pull over in an emergency	the shoulder
230	1305	2011-12-26	FOREIGN WORDS & PHRASES	$200	Said before a toast & after a sneeze, it means health in German	Gesundheit
231	1306	2011-12-26	SOUP ALPHABET	$200	"""B"" is for this thin soup; Swanson's makes beef, chicken & vegetable varieties"	broth
232	1307	2011-12-26	SCIENCE TERMS	$200	This measure of acidity & alkalinity tends to range between 0 & 14	pH
233	1308	2011-12-26	FUNDRAISERS	$400	A 5k walk benefits this children's research hospital founded by Danny Thomas	St. Jude
234	1309	2011-12-26	FAMOUS TOMBS	$400	"A <a href=""http://www.j-archive.com/media/2011-12-26_J_26.jpg"" target=""_blank"">statue</a> from <a href=""http://www.j-archive.com/media/2011-12-26_J_26a.jpg"" target=""_blank"">this</a> groundbreaking singer & actor's Los Angeles gravesite really jazzes up our category"	Al Jolson
235	1310	2011-12-26	ALSO A BODY PART	$400	Hitch a ride	thumb
236	1311	2011-12-26	FOREIGN WORDS & PHRASES	$400	"Someone who takes the opposite side of an argument for argument's sake is ""advocatus diaboli"", or this"	Devil's advocate
237	1312	2011-12-26	SOUP ALPHABET	$400	"""S"" is for this soup base made by boiling meat or vegetables"	stock
238	1313	2011-12-26	SCIENCE TERMS	$400	O<sub>2</sub> is a diatomic one of these units of a pure substance; H<sub>2</sub>O is polyatomic	a molecule
239	1314	2011-12-26	FUNDRAISERS	$600	"Great Strides is a fundraising event used in ""taking steps to cure"" this disease, CF for short"	cystic fibrosis
240	1315	2011-12-26	FAMOUS TOMBS	$600	"""Faithful to the cause of prohibition"" <a href=""http://www.j-archive.com/media/2011-12-26_J_27.jpg"" target=""_blank"">begins</a> this sometimes-violent woman's <a href=""http://www.j-archive.com/media/2011-12-26_J_27a.jpg"" target=""_blank"">epitaph</a>"	Carry Nation
241	1316	2011-12-26	ALSO A BODY PART	$600	Florida's state tree is a species of this	the palm
242	1317	2011-12-26	FOREIGN WORDS & PHRASES	$600	"While nom de plume is a pen name, this phrase, ""war name"", is simply any pseudonym"	nom de guerre
243	1318	2011-12-26	SOUP ALPHABET	$600	"""P"" is for this label founded in 1927 that makes beef barley & Italian-style wedding soup"	Progresso
244	1319	2011-12-26	SCIENCE TERMS	$600	Basketball players learn not to move this foot, the term for the axle around which a wheel turns	the pivot
245	1320	2011-12-26	FUNDRAISERS	$2,200	Race for the Cure is a fundraiser for the breast cancer foundation named for this woman, Nancy G. Brinker's sister	Susan G. Komen
246	1321	2011-12-26	FAMOUS TOMBS	$800	"The <a href=""http://www.j-archive.com/media/2011-12-26_J_28.jpg"" target=""_blank"">headstone</a> of this Hollywood legend is seen <a href=""http://www.j-archive.com/media/2011-12-26_J_28a.jpg"" target=""_blank"">here</a>, doc"	Mel Blanc
247	1322	2011-12-26	ALSO A BODY PART	$800	It's a collection of supplementary material at the end of a book	the appendix
248	1323	2011-12-26	FOREIGN WORDS & PHRASES	$800	"Italian for ""the sweet life"", it was popularized by a 1960 Fellini film"	la dolce vita
249	1324	2011-12-26	SOUP ALPHABET	$800	"""T"" is for this classic; Martha Stewart says to make it with the whole plum variety"	tomato (soup)
250	1325	2011-12-26	SCIENCE TERMS	$800	Factor VIII is missing in the A type of this hereditary coagulation disorder	hemophelia
251	1326	2011-12-26	FAMOUS TOMBS	$1000	"There's no name in the inscription on <a href=""http://www.j-archive.com/media/2011-12-26_J_29.jpg"" target=""_blank"">this</a> much-visited tomb"	the Tomb of the Unknown Soldier
252	1327	2011-12-26	ALSO A BODY PART	$1000	"(<a href=""http://www.j-archive.com/media/2011-12-26_J_06.wmv"">Jimmy of the Clue Crew spins the dreidel on the monitor.</a>)  When it's your spin of the dreidel, hopefully you don't land on this 21st letter of the Hebrew alphabet, or you'll have to add to the pot"	shin
253	1328	2011-12-26	FOREIGN WORDS & PHRASES	$1000	This Greek word is also used in English & means a cleansing of the emotions, especially pity & fear	catharsis
254	1329	2011-12-26	SOUP ALPHABET	$1000	"""M"" is for this Japanese soup made from a paste & often served with rice at breakfast"	miso soup
255	1330	2011-12-26	SCIENCE TERMS	$1000	This life stage in the development of an insect occurs between the larva & the imago	the pupa
256	1331	2011-12-26	FUN RAISERS	$400	On a clear day, the first of these amusement park rides offered views not just of Chicago but miles out onto the lake	a ferris wheel
257	1332	2011-12-26	U.S.A.	$400	For tourist information on this state, call 1-800-33-GUMBO	Louisiana
258	1333	2011-12-26	"""WAR"" & ""PEACE"""	$400	To sing like a bird	warble
259	1334	2011-12-26	BOOKS' FIRST LINES	$400	"Kerouac: ""I first met Dean not long after my wife and I split up"""	On the Road
260	1335	2011-12-26	THE LAST	$400	The end of U.S. TV ads for these was postponed a day to Jan. 1,1971 to get some last ones in during football games	cigarettes
261	1336	2011-12-26	FUN RAISERS	$800	"Updrafts keep the pilot aloft in this activity seen <a href=""http://www.j-archive.com/media/2011-12-26_DJ_08.jpg"" target=""_blank"">here</a>"	hang gliding
262	1337	2011-12-26	U.S.A.	$800	Take part in a salad toss-off or do some vegetable carving at the annual Yuma Lettuce Days in this state	Arizona
263	1338	2011-12-26	"""WAR"" & ""PEACE"""	$800	The Pawnee & Crow crafted complex dances for this sacred item that produced smoke offerings to the almighty	a peace pipe
264	1339	2011-12-26	BOOKS' FIRST LINES	$800	"A kids' classic: ""'Where's papa going with that ax?' said Fern to her mother"""	Charlotte's Web
265	1340	2011-12-26	THE LAST	$800	This animal was last observed in 1681 on Mauritius	the dodo
266	1341	2011-12-26	FUN RAISERS	$1200	"Like a 19th century song says, you can float ""through the air with the greatest of ease"" on this piece of circus equipment"	a trapeze
267	1342	2011-12-26	U.S.A.	$1200	At a museum at the college of the Ozarks in Missouri, you can see the Clampetts' car from this classic sitcom	The Beverly Hillbillies
268	1343	2011-12-26	"""WAR"" & ""PEACE"""	$1200	"In ""The Green Mile"" James Cromwell played the man in this job"	the warden
269	1344	2011-12-26	BOOKS' FIRST LINES	$8,000	"A bestseller  ""Renowned curator Jacques Sauniere staggered through the... archway of the museum's Grand Gallery"""	The Da Vinci Code
270	1345	2011-12-26	THE LAST	$1200	The last of these sent by Western Union on Jan. 27, 2006 included birthday wishes & condolences	a telegram
271	1346	2011-12-26	FUN RAISERS	$1600	Each October Albuquerque holds an international fiesta of these--up, up & away	a hot-air balloon
272	1347	2011-12-26	U.S.A.	$1600	"With its Old World architecture, this California city is ""The Danish Capital of America"""	Solvang
273	1348	2011-12-26	"""WAR"" & ""PEACE"""	$1600	"This word for a black-magic user comes from an Old English word meaning ""oathbreaker"" or ""devil"""	warlock
274	1349	2011-12-26	PLAYING THE PONIES	$1600	Robert Shaw bets on lucky Dan at 4-1 in this movie, but not to place--oops!	The Sting
275	1350	2011-12-26	BOOKS' FIRST LINES	$1600	"No. 1 of 7: ""Mr. and Mrs. Dursley... were proud to say that they were perfectly normal, thank you very much"""	Harry Potter and the Sorcerer's Stone
276	1351	2011-12-26	THE LAST	$2,000	Francis II was the leader of this empire when it was dissolved in 1806	the Holy Roman Empire
277	1352	2011-12-26	FUN RAISERS	$2000	Look, ma!  No plane & no parachute!  A Vegas wind tunnel lets you experience indoor this, aka bodyflight	skydiving
278	1353	2011-12-26	U.S.A.	$2000	In Mitchell, Ind. a rocket memorial honors this hometown hero who died in a fire on the launch pad in 1967	Gus Grissom
279	1354	2011-12-26	"""WAR"" & ""PEACE"""	$2000	Exodus 20:24 mentions these, to be placed upon an altar of earth	peace offerings
280	1355	2011-12-26	PLAYING THE PONIES	$2000	"Viggo Mortensen takes this title horse on the ""Ocean of Fire"" race in a 2004 movie"	Hildago
281	1356	2011-12-26	BOOKS' FIRST LINES	$2000	"A 2002 novel: ""My name is Salmon, like the fish; first name, Susie, I was 14 when I was murdered on December 6, 1973"""	The Lovely Bones
282	1357	2011-12-26	THE LAST	$2000	A Japanese officer found hiding on this island country 29 years after WWII was the last fighting soldier to surrender	the Philippines
283	1358	2011-12-23	ANIMAL TYPES	$200	Belted Galloway & Polled Hereford	a cow (cattle)
284	1359	2011-12-23	AN ABBREVIATED STORY	$200	My friend was having a party; he said come on over & BYOB	bring your own beer
285	1360	2011-12-23	GERMAN CHANCELLORS SINCE WWII	$200	From 1949 to 1963 Konrad Adenauer served as the first chancellor of this country	West Germany
286	1361	2011-12-23	NBA FINALS MVP	$200	2009: This Laker who averaged 32.4 points per game	Kobe Bryant
287	1362	2011-12-23	STOP THAT RACKET!	$200	In 1973 the Supreme Court ruled Burbank couldn't stop airport noise, which is regulated by this administration	the FAA
288	1363	2011-12-23	ANIMAL TYPES	$400	Sumatran & greater one-horned	a rhinoceros
289	1364	2011-12-23	AN ABBREVIATED STORY	$400	At the party I impressed a beautiful woman by fibbing & telling her I worked for the CBO, this U.S. Govt. office	the Congressional Budget Office
290	1365	2011-12-23	GERMAN CHANCELLORS SINCE WWII	$400	"Church not being so separate from state in Germany, Angela Merkel is part of the CDU, ""C"" standing for this"	Christian
291	1366	2011-12-23	SEE FOOD	$400	"There's nothing better for Sunday brunch than this classic dish seen <a href=""http://www.j-archive.com/media/2011-12-23_J_26.jpg"" target=""_blank"">here</a>"	Eggs Bennedict
292	1367	2011-12-23	NBA FINALS MVP	$400	2011: This 7-footer whose career has taken him from Deutschland to Big D	Dirk Nowitzki
293	1368	2011-12-23	STOP THAT RACKET!	$400	"If I don't get some sleep, I'm going to pull <a href=""http://www.j-archive.com/media/2011-12-23_J_17.jpg"" target=""_blank"">this</a> <a href=""http://www.j-archive.com/media/2011-12-23_J_17a.jpg"" target=""_blank"">electric device</a> right out from under you"	an amplifier
